ID,Customer_ID,Order_Date,Order_Month,Order_Quarter,Warehouse_Block,Shipment_Mode,Product_Category,Product_Importance,Gender,Weight_gms,Product_Cost,Discount,Customer_Rating,Customer_Care_Calls,Prior_Purchases,Delivery_Status,Delivery_Label,Delivery_Days,Risk_Score,Risk_Score_Value,Return_Risk,Return_Flag,Estimated_Revenue_Loss,Customer_Segment
2289,4294,2024-04-20,4,2,A,Ship,Sports,medium,F,3549,187,10,4,5,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2290,3913,2023-10-19,10,4,B,Ship,Sports,medium,F,3438,238,50,1,3,2,1,On-Time,5,medium,2,Medium,Yes,35.7,Discount-Driven
2291,1699,2023-07-08,7,3,C,Ship,Beauty,low,F,3223,273,26,2,4,4,1,On-Time,7,medium,2,Medium,Yes,40.95,Loyal Customer
2292,1447,2024-08-05,8,3,F,Ship,Beauty,medium,M,3709,192,46,4,5,3,1,On-Time,7,medium,2,Medium,Yes,28.8,Discount-Driven
2293,3903,2024-02-23,2,1,D,Ship,Electronics,high,M,3446,268,5,5,3,4,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2294,3412,2024-04-12,4,2,F,Ship,Furniture,low,F,2721,225,12,5,3,3,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2295,1674,2023-07-25,7,3,A,Ship,Grocery,high,F,1408,155,54,5,4,4,1,On-Time,4,low,1,Low,No,0.0,Discount-Driven
2296,2007,2023-08-30,8,3,B,Ship,Electronics,medium,F,3158,223,56,2,4,3,1,On-Time,5,medium,2,Medium,Yes,33.45,Discount-Driven
2297,2349,2023-11-02,11,4,C,Ship,Furniture,medium,F,3003,194,32,1,5,3,1,On-Time,6,medium,2,Medium,Yes,29.1,Loyal Customer
2298,3514,2023-07-03,7,3,F,Ship,Beauty,medium,M,3709,281,56,4,5,4,1,On-Time,4,medium,2,Medium,Yes,42.15,Discount-Driven
2299,3461,2024-04-22,4,2,D,Ship,Sports,medium,F,1715,132,28,5,4,4,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2300,4526,2024-05-18,5,2,F,Ship,Fashion,medium,F,2891,229,20,1,4,3,1,On-Time,5,medium,2,Medium,Yes,34.35,Loyal Customer
2301,1585,2023-05-08,5,2,A,Ship,Sports,low,F,2502,251,33,1,4,3,1,On-Time,6,medium,2,Medium,Yes,37.65,Loyal Customer
2302,2256,2024-03-24,3,1,B,Ship,Grocery,low,F,1741,113,52,5,4,3,1,On-Time,3,low,1,Low,No,0.0,Discount-Driven
2303,2247,2023-08-18,8,3,C,Road,Grocery,low,F,2448,234,58,2,5,6,1,On-Time,7,high,3,High,Yes,35.1,High-Return Customer
2304,1993,2023-02-10,2,1,F,Road,Sports,medium,F,3236,181,52,3,3,2,1,On-Time,4,medium,2,Medium,Yes,27.15,Discount-Driven
2305,4902,2024-11-04,11,4,D,Road,Sports,low,M,1654,157,58,2,5,2,1,On-Time,3,high,3,High,Yes,23.55,High-Return Customer
2306,2435,2024-01-27,1,1,F,Road,Furniture,low,M,1830,155,20,3,3,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2307,1571,2023-12-06,12,4,A,Road,Electronics,low,M,2603,209,33,5,3,2,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2308,3382,2024-10-31,10,4,B,Road,Beauty,low,M,3015,264,13,1,4,3,1,On-Time,3,medium,2,Medium,Yes,39.6,Loyal Customer
2309,2245,2023-01-21,1,1,C,Road,Furniture,low,M,2867,268,30,2,3,3,1,On-Time,5,medium,2,Medium,Yes,40.2,Loyal Customer
2310,3084,2023-12-13,12,4,F,Road,Fashion,medium,F,3247,224,26,2,6,3,1,On-Time,7,medium,2,Medium,Yes,33.6,Loyal Customer
2311,1988,2023-01-10,1,1,D,Road,Sports,low,F,2943,223,21,3,4,10,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2312,1277,2023-03-28,3,1,F,Road,Fashion,high,F,2235,191,17,5,3,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2313,2219,2024-06-28,6,2,A,Road,Fashion,high,F,3967,184,27,4,4,3,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2314,3963,2023-12-05,12,4,B,Road,Furniture,medium,F,1651,174,14,4,6,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2315,2887,2024-12-15,12,4,C,Road,Beauty,high,M,1054,134,42,2,6,8,1,On-Time,3,high,3,High,Yes,20.1,High-Return Customer
2316,1483,2023-01-04,1,1,F,Road,Grocery,high,F,1195,135,22,5,4,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2317,2265,2023-01-23,1,1,D,Road,Electronics,high,M,3914,234,50,5,5,2,1,On-Time,3,medium,2,Medium,Yes,35.1,Discount-Driven
2318,4395,2023-07-16,7,3,F,Road,Grocery,high,M,3715,215,42,1,3,6,1,On-Time,7,medium,2,Medium,Yes,32.25,Discount-Driven
2319,1730,2024-05-12,5,2,A,Road,Beauty,medium,F,2863,187,29,2,5,2,1,On-Time,6,medium,2,Medium,Yes,28.05,Loyal Customer
2320,3239,2023-09-30,9,3,B,Road,Grocery,medium,F,3274,238,32,2,3,2,1,On-Time,6,medium,2,Medium,Yes,35.7,Loyal Customer
2321,2040,2024-03-26,3,1,C,Road,Sports,low,F,2611,273,54,1,4,4,1,On-Time,3,medium,2,Medium,Yes,40.95,Discount-Driven
2322,3571,2023-04-17,4,2,F,Road,Sports,medium,F,2197,192,37,5,5,3,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2323,1917,2024-01-13,1,1,D,Road,Furniture,high,M,2893,268,19,5,3,4,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2324,3448,2023-07-19,7,3,F,Road,Fashion,low,M,1408,164,5,4,3,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2325,4977,2024-12-27,12,4,A,Flight,Beauty,low,M,1514,255,59,2,2,3,1,On-Time,6,medium,2,Medium,Yes,38.25,Discount-Driven
2326,1885,2023-01-02,1,1,B,Flight,Beauty,low,F,1130,141,30,4,4,2,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2327,3752,2023-05-01,5,2,C,Flight,Grocery,low,M,2587,202,50,5,2,3,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2328,1021,2024-09-06,9,3,F,Flight,Furniture,medium,F,3009,282,52,4,4,6,1,On-Time,3,low,1,Low,No,0.0,Discount-Driven
2329,1473,2023-05-29,5,2,D,Flight,Grocery,low,M,3175,190,7,4,6,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2330,4191,2023-06-01,6,2,F,Flight,Grocery,low,F,2256,192,61,2,4,4,1,On-Time,6,medium,2,Medium,Yes,28.8,Discount-Driven
2331,3257,2024-07-18,7,3,A,Flight,Beauty,low,M,1041,179,51,4,3,2,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2332,3353,2024-11-08,11,4,B,Flight,Grocery,medium,M,2200,238,43,3,4,2,1,On-Time,3,medium,2,Medium,Yes,35.7,Discount-Driven
2333,4341,2023-11-02,11,4,C,Flight,Fashion,low,F,3696,181,18,2,3,4,1,On-Time,5,medium,2,Medium,Yes,27.15,Loyal Customer
2334,1703,2024-11-09,11,4,F,Flight,Grocery,medium,F,1707,128,45,2,5,5,1,On-Time,6,high,3,High,Yes,19.2,High-Return Customer
2335,1686,2024-04-19,4,2,D,Flight,Fashion,low,M,2063,285,51,1,5,5,1,On-Time,4,high,3,High,Yes,42.75,High-Return Customer
2336,1284,2023-12-30,12,4,F,Flight,Beauty,medium,F,2415,273,18,5,5,3,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2337,1715,2023-03-12,3,1,A,Flight,Furniture,low,F,3144,242,63,2,2,6,1,On-Time,4,medium,2,Medium,Yes,36.3,Discount-Driven
2338,4747,2024-10-01,10,4,B,Flight,Sports,medium,F,3593,226,22,4,3,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2339,1762,2023-02-02,2,1,C,Flight,Fashion,low,F,2093,255,36,5,2,4,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2340,2250,2023-06-06,6,2,F,Flight,Furniture,medium,F,3025,198,37,1,5,2,1,On-Time,6,medium,2,Medium,Yes,29.7,Loyal Customer
2341,1947,2023-11-26,11,4,D,Flight,Furniture,medium,M,3978,263,59,4,5,3,1,On-Time,6,medium,2,Medium,Yes,39.45,Discount-Driven
2342,3428,2024-12-16,12,4,F,Flight,Fashion,low,F,2197,186,39,5,3,2,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2343,3507,2024-12-07,12,4,A,Flight,Beauty,low,F,2935,260,22,2,5,3,1,On-Time,7,medium,2,Medium,Yes,39.0,Loyal Customer
2344,2030,2024-01-22,1,1,B,Flight,Electronics,low,F,1169,167,5,2,4,2,1,On-Time,6,medium,2,Medium,Yes,25.05,Loyal Customer
2345,1028,2024-09-12,9,3,C,Flight,Furniture,low,F,2344,210,46,3,4,3,1,On-Time,3,medium,2,Medium,Yes,31.5,Discount-Driven
2346,1906,2023-06-08,6,2,F,Flight,Furniture,low,F,3549,216,20,5,4,3,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2347,4104,2024-06-22,6,2,D,Ship,Beauty,low,F,2154,273,12,2,3,3,1,On-Time,4,medium,2,Medium,Yes,40.95,Loyal Customer
2348,4717,2023-08-15,8,3,F,Ship,Beauty,low,F,1414,153,55,1,5,2,1,On-Time,4,high,3,High,Yes,22.95,High-Return Customer
2349,3926,2023-09-09,9,3,A,Ship,Grocery,medium,F,3809,183,44,2,3,3,1,On-Time,3,medium,2,Medium,Yes,27.45,Discount-Driven
2350,3126,2024-01-02,1,1,B,Ship,Beauty,medium,F,3499,224,36,1,4,3,1,On-Time,6,medium,2,Medium,Yes,33.6,Loyal Customer
2351,4999,2023-09-19,9,3,C,Ship,Furniture,high,M,1651,170,58,1,5,3,1,On-Time,7,high,3,High,Yes,25.5,High-Return Customer
2352,3994,2024-10-07,10,4,F,Ship,Fashion,low,M,2605,237,33,1,5,4,1,On-Time,6,medium,2,Medium,Yes,35.55,Loyal Customer
2353,3506,2024-06-21,6,2,D,Ship,Electronics,medium,F,2443,234,60,5,5,6,1,On-Time,6,medium,2,Medium,Yes,35.1,Discount-Driven
2354,1569,2023-02-12,2,1,F,Ship,Grocery,medium,F,3439,264,43,2,3,3,1,On-Time,4,medium,2,Medium,Yes,39.6,Discount-Driven
2355,3006,2024-06-14,6,2,A,Ship,Fashion,low,F,1273,153,55,2,2,3,1,On-Time,4,medium,2,Medium,Yes,22.95,Discount-Driven
2356,4609,2023-01-16,1,1,B,Ship,Electronics,low,M,3583,228,61,3,4,4,1,On-Time,7,medium,2,Medium,Yes,34.2,Discount-Driven
2357,4553,2023-04-15,4,2,C,Ship,Electronics,medium,M,2021,264,33,5,3,2,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2358,2453,2023-07-22,7,3,F,Ship,Electronics,low,F,2332,267,42,3,4,3,1,On-Time,6,medium,2,Medium,Yes,40.05,Discount-Driven
2359,1737,2024-12-20,12,4,D,Ship,Sports,low,M,3248,213,22,2,3,2,1,On-Time,3,medium,2,Medium,Yes,31.95,Loyal Customer
2360,4356,2024-11-08,11,4,F,Ship,Fashion,medium,M,3258,181,38,1,4,3,1,On-Time,7,medium,2,Medium,Yes,27.15,Loyal Customer
2361,1515,2023-02-28,2,1,A,Ship,Grocery,low,F,3169,209,53,4,6,5,1,On-Time,3,medium,2,Medium,Yes,31.35,Discount-Driven
2362,3000,2023-02-17,2,1,B,Ship,Grocery,low,F,1111,165,19,2,3,3,1,On-Time,6,medium,2,Medium,Yes,24.75,Loyal Customer
2363,4170,2024-10-21,10,4,C,Ship,Electronics,high,F,1293,164,55,4,3,3,1,On-Time,7,low,1,Low,No,0.0,Discount-Driven
2364,3444,2023-10-04,10,4,F,Ship,Fashion,medium,M,1114,141,14,5,5,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2365,4560,2024-02-16,2,1,D,Ship,Sports,medium,M,1701,164,2,2,3,4,1,On-Time,7,medium,2,Medium,Yes,24.6,Loyal Customer
2366,1038,2023-06-27,6,2,F,Ship,Electronics,medium,M,1778,178,4,3,3,2,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2367,4342,2023-04-24,4,2,A,Ship,Beauty,medium,M,2078,200,24,4,5,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2368,1886,2023-10-23,10,4,B,Ship,Grocery,low,F,3974,185,47,5,4,2,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2369,3844,2024-12-30,12,4,C,Ship,Furniture,medium,F,1078,180,31,1,2,2,1,On-Time,7,medium,2,Medium,Yes,27.0,Loyal Customer
2370,3204,2024-03-13,3,1,F,Ship,Electronics,low,M,1526,144,9,5,4,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2371,2098,2023-09-23,9,3,D,Ship,Beauty,low,F,1194,161,14,4,4,4,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2372,3931,2023-06-11,6,2,F,Ship,Grocery,medium,M,1222,152,25,5,4,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2373,2823,2024-05-18,5,2,A,Ship,Sports,low,M,1111,129,50,3,2,3,1,On-Time,5,medium,2,Medium,Yes,19.35,Discount-Driven
2374,4201,2023-02-05,2,1,B,Ship,Fashion,medium,F,1969,140,16,2,5,3,1,On-Time,7,medium,2,Medium,Yes,21.0,Loyal Customer
2375,2710,2024-08-09,8,3,C,Ship,Grocery,medium,F,3312,270,64,1,4,4,1,On-Time,3,medium,2,Medium,Yes,40.5,Discount-Driven
2376,1973,2024-04-02,4,2,F,Ship,Fashion,medium,F,2023,183,25,2,3,3,1,On-Time,4,medium,2,Medium,Yes,27.45,Loyal Customer
2377,4155,2024-10-08,10,4,D,Ship,Fashion,low,F,3719,264,39,1,4,3,1,On-Time,4,medium,2,Medium,Yes,39.6,Loyal Customer
2378,4093,2024-01-06,1,1,F,Ship,Sports,medium,M,1973,167,49,2,3,4,1,On-Time,7,medium,2,Medium,Yes,25.05,Discount-Driven
2379,4530,2024-04-30,4,2,A,Ship,Sports,low,M,2447,219,14,1,5,3,1,On-Time,5,medium,2,Medium,Yes,32.85,Loyal Customer
2380,2562,2023-09-29,9,3,B,Ship,Electronics,low,M,3189,225,52,2,4,3,1,On-Time,4,medium,2,Medium,Yes,33.75,Discount-Driven
2381,4778,2023-06-28,6,2,C,Ship,Electronics,low,F,2021,228,53,1,4,3,1,On-Time,6,medium,2,Medium,Yes,34.2,Discount-Driven
2382,3896,2024-04-24,4,2,F,Ship,Grocery,medium,M,1021,119,7,5,3,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2383,4453,2023-06-08,6,2,D,Ship,Sports,low,F,3154,244,8,5,3,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2384,3795,2023-07-23,7,3,F,Ship,Beauty,low,M,1349,163,29,3,4,5,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2385,4511,2023-10-05,10,4,A,Ship,Grocery,medium,M,3951,260,59,5,4,3,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2386,4675,2023-05-23,5,2,B,Ship,Furniture,medium,F,1073,135,53,3,4,2,1,On-Time,6,medium,2,Medium,Yes,20.25,Discount-Driven
2387,1988,2024-06-03,6,2,C,Ship,Fashion,medium,F,1939,167,7,2,5,3,1,On-Time,5,medium,2,Medium,Yes,25.05,Loyal Customer
2388,1020,2024-05-26,5,2,F,Ship,Fashion,medium,F,2522,233,14,4,4,3,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2389,3350,2023-04-26,4,2,D,Ship,Electronics,medium,F,1940,147,19,5,4,2,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2390,1868,2024-01-27,1,1,F,Ship,Beauty,low,F,1686,159,17,4,2,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2391,1083,2023-12-09,12,4,A,Ship,Sports,medium,M,1674,139,5,2,4,3,1,On-Time,3,medium,2,Medium,Yes,20.85,Loyal Customer
2392,4845,2024-01-08,1,1,B,Ship,Sports,low,F,2651,200,44,1,3,2,1,On-Time,7,medium,2,Medium,Yes,30.0,Discount-Driven
2393,2682,2024-11-18,11,4,C,Ship,Electronics,low,F,2546,221,3,1,4,3,1,On-Time,7,medium,2,Medium,Yes,33.15,Loyal Customer
2394,2976,2024-12-26,12,4,F,Ship,Furniture,low,M,1036,158,18,3,4,3,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2395,4524,2024-01-04,1,1,D,Ship,Grocery,low,M,3984,227,65,5,4,3,1,On-Time,7,low,1,Low,No,0.0,Discount-Driven
2396,2410,2023-08-03,8,3,F,Ship,Grocery,medium,F,1125,179,12,3,3,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2397,2530,2024-05-25,5,2,A,Ship,Beauty,low,F,3131,232,64,2,3,3,1,On-Time,6,medium,2,Medium,Yes,34.8,Discount-Driven
2398,4328,2024-07-22,7,3,B,Ship,Electronics,low,M,1177,139,9,3,3,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2399,1569,2023-11-23,11,4,C,Ship,Electronics,medium,M,3869,195,21,3,6,2,1,On-Time,6,medium,2,Medium,Yes,29.25,Loyal Customer
2400,4963,2023-02-06,2,1,F,Ship,Furniture,medium,M,2437,276,7,2,6,6,1,On-Time,7,medium,2,Medium,Yes,41.4,Loyal Customer
2401,1933,2024-01-15,1,1,D,Ship,Grocery,medium,F,1101,171,13,5,2,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2402,4598,2024-05-26,5,2,F,Ship,Electronics,medium,F,2685,259,43,4,5,3,1,On-Time,7,medium,2,Medium,Yes,38.85,Discount-Driven
2403,4233,2023-11-20,11,4,A,Ship,Sports,medium,F,1596,123,7,2,3,4,1,On-Time,5,medium,2,Medium,Yes,18.45,Loyal Customer
2404,2980,2024-01-04,1,1,B,Ship,Beauty,low,F,2208,199,47,2,3,4,1,On-Time,6,medium,2,Medium,Yes,29.85,Discount-Driven
2405,4234,2023-08-12,8,3,C,Ship,Grocery,low,F,2912,226,32,3,4,2,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2406,2855,2024-12-13,12,4,F,Ship,Furniture,medium,F,1506,149,54,2,4,3,1,On-Time,6,medium,2,Medium,Yes,22.35,Discount-Driven
2407,4056,2023-04-10,4,2,D,Ship,Beauty,medium,M,1122,115,60,5,3,3,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2408,1792,2023-03-16,3,1,F,Ship,Fashion,medium,M,2719,243,26,2,3,2,1,On-Time,5,medium,2,Medium,Yes,36.45,Loyal Customer
2409,1791,2024-12-24,12,4,A,Ship,Sports,medium,M,1479,136,58,4,2,6,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2410,4595,2024-03-12,3,1,B,Ship,Furniture,low,F,1811,180,6,2,3,2,1,On-Time,3,medium,2,Medium,Yes,27.0,Loyal Customer
2411,2809,2024-12-03,12,4,C,Ship,Beauty,medium,M,3332,274,57,1,4,4,1,On-Time,7,medium,2,Medium,Yes,41.1,Discount-Driven
2412,2294,2024-01-03,1,1,F,Ship,Electronics,medium,M,3341,233,48,5,6,6,1,On-Time,7,medium,2,Medium,Yes,34.95,Discount-Driven
2413,3539,2023-03-04,3,1,D,Ship,Fashion,medium,F,3239,254,2,2,3,2,1,On-Time,5,medium,2,Medium,Yes,38.1,Loyal Customer
2414,3255,2024-09-15,9,3,F,Ship,Furniture,high,F,1347,153,3,5,4,3,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2415,4610,2024-10-16,10,4,A,Ship,Electronics,medium,F,1860,175,64,3,6,5,1,On-Time,3,medium,2,Medium,Yes,26.25,Discount-Driven
2416,2607,2023-04-09,4,2,B,Ship,Sports,low,F,2184,207,35,2,5,2,1,On-Time,5,medium,2,Medium,Yes,31.05,Loyal Customer
2417,2083,2023-08-13,8,3,C,Ship,Fashion,low,F,1314,153,6,1,3,2,1,On-Time,4,medium,2,Medium,Yes,22.95,Loyal Customer
2418,3477,2023-03-16,3,1,F,Ship,Grocery,medium,M,3943,228,65,4,3,2,1,On-Time,7,low,1,Low,No,0.0,Discount-Driven
2419,1984,2024-12-10,12,4,D,Ship,Electronics,low,F,1186,96,50,2,5,2,1,On-Time,6,high,3,High,Yes,14.4,High-Return Customer
2420,2680,2023-07-03,7,3,F,Ship,Beauty,high,M,3798,241,39,4,4,3,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2421,4676,2023-10-20,10,4,A,Ship,Furniture,high,F,2846,249,28,2,5,5,1,On-Time,3,medium,2,Medium,Yes,37.35,Loyal Customer
2422,4380,2023-02-26,2,1,B,Ship,Fashion,low,M,3992,188,25,3,3,5,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2423,1519,2023-09-06,9,3,C,Ship,Electronics,high,F,1009,154,4,2,3,2,1,On-Time,4,medium,2,Medium,Yes,23.1,Loyal Customer
2424,1590,2024-09-17,9,3,F,Ship,Grocery,high,M,3154,226,53,4,4,2,1,On-Time,6,low,1,Low,No,0.0,Discount-Driven
2425,2050,2024-04-13,4,2,D,Ship,Furniture,low,F,2064,250,14,3,5,2,1,On-Time,4,medium,2,Medium,Yes,37.5,Loyal Customer
2426,2709,2023-05-20,5,2,F,Ship,Furniture,medium,F,1431,150,46,1,3,2,1,On-Time,4,medium,2,Medium,Yes,22.5,Discount-Driven
2427,4633,2023-12-25,12,4,A,Ship,Electronics,low,F,2913,267,16,5,3,2,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2428,3035,2024-07-06,7,3,B,Ship,Grocery,low,M,2715,223,35,3,4,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2429,3246,2024-02-12,2,1,C,Ship,Sports,medium,F,3873,192,41,5,4,3,1,On-Time,7,low,1,Low,No,0.0,Discount-Driven
2430,3434,2024-04-18,4,2,F,Ship,Sports,low,F,1785,143,58,2,3,3,1,On-Time,7,medium,2,Medium,Yes,21.45,Discount-Driven
2431,1348,2024-10-26,10,4,D,Ship,Fashion,low,F,1660,113,19,5,3,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2432,1959,2024-03-21,3,1,F,Ship,Electronics,medium,M,1549,135,39,1,4,3,1,On-Time,7,medium,2,Medium,Yes,20.25,Loyal Customer
2433,2963,2023-08-20,8,3,A,Ship,Fashion,high,F,2646,189,56,4,4,4,1,On-Time,5,low,1,Low,No,0.0,Discount-Driven
2434,1692,2024-09-08,9,3,B,Ship,Sports,medium,M,3775,245,13,2,3,3,1,On-Time,6,medium,2,Medium,Yes,36.75,Loyal Customer
2435,2559,2024-09-09,9,3,C,Ship,Furniture,low,M,2217,181,29,5,3,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2436,4899,2023-10-27,10,4,F,Ship,Fashion,medium,F,2460,207,37,2,3,2,1,On-Time,6,medium,2,Medium,Yes,31.05,Loyal Customer
2437,1377,2024-10-03,10,4,D,Ship,Grocery,medium,F,1183,169,19,1,3,2,1,On-Time,3,medium,2,Medium,Yes,25.35,Loyal Customer
2438,3946,2024-03-01,3,1,F,Ship,Beauty,low,F,2598,206,65,5,4,3,1,On-Time,5,low,1,Low,No,0.0,Discount-Driven
2439,3963,2023-06-10,6,2,A,Ship,Sports,low,M,1192,117,44,5,2,3,1,On-Time,7,low,1,Low,No,0.0,Discount-Driven
2440,4629,2024-02-05,2,1,B,Road,Sports,high,M,1247,115,42,1,2,3,1,On-Time,3,medium,2,Medium,Yes,17.25,Discount-Driven
2441,1526,2024-01-13,1,1,C,Road,Grocery,low,F,1196,149,63,3,3,3,1,On-Time,3,medium,2,Medium,Yes,22.35,Discount-Driven
2442,4224,2023-09-14,9,3,F,Road,Fashion,medium,M,1403,133,3,5,4,3,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2443,3781,2024-05-08,5,2,D,Road,Electronics,medium,M,2595,271,22,3,4,2,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2444,3253,2024-05-03,5,2,F,Road,Furniture,low,F,1688,116,3,5,2,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2445,3502,2023-07-01,7,3,A,Road,Beauty,medium,M,1857,139,64,5,3,2,1,On-Time,5,low,1,Low,No,0.0,Discount-Driven
2446,4344,2024-06-09,6,2,B,Road,Electronics,medium,M,2567,216,35,3,4,3,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2447,4965,2023-04-10,4,2,C,Road,Electronics,high,F,1234,165,37,5,3,2,1,On-Time,3,low,1,Low,No,0.0,Loyal Customer
2448,2259,2023-12-24,12,4,F,Road,Grocery,low,F,3774,286,31,5,6,4,1,On-Time,7,low,1,Low,No,0.0,Loyal Customer
2449,2875,2023-08-19,8,3,D,Road,Fashion,medium,F,1446,136,13,3,5,3,1,On-Time,5,medium,2,Medium,Yes,20.4,Loyal Customer
2450,2763,2024-07-18,7,3,F,Road,Sports,low,M,2767,225,48,5,4,4,1,On-Time,5,low,1,Low,No,0.0,Discount-Driven
2451,1520,2023-01-06,1,1,A,Road,Sports,low,F,1639,163,27,2,4,3,1,On-Time,4,medium,2,Medium,Yes,24.45,Loyal Customer
2452,2701,2023-03-31,3,1,B,Road,Grocery,low,M,2857,272,61,3,4,4,1,On-Time,6,medium,2,Medium,Yes,40.8,Discount-Driven
2453,2016,2023-03-05,3,1,C,Road,Fashion,high,M,1292,135,24,3,4,2,1,On-Time,4,low,1,Low,No,0.0,Loyal Customer
2454,4003,2023-03-29,3,1,F,Road,Grocery,low,F,3812,184,64,5,4,3,1,On-Time,4,low,1,Low,No,0.0,Discount-Driven
2455,4902,2023-02-02,2,1,D,Road,Sports,medium,F,2164,219,28,5,4,2,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2456,3773,2023-03-13,3,1,F,Road,Electronics,medium,M,2323,249,53,3,3,2,1,On-Time,7,medium,2,Medium,Yes,37.35,Discount-Driven
2457,2013,2024-07-09,7,3,A,Road,Furniture,low,F,1694,142,46,3,2,3,1,On-Time,7,medium,2,Medium,Yes,21.3,Discount-Driven
2458,3548,2023-09-10,9,3,B,Road,Fashion,medium,M,1023,137,47,2,5,3,1,On-Time,6,high,3,High,Yes,20.55,High-Return Customer
2459,1116,2023-04-17,4,2,C,Road,Beauty,low,M,1717,168,37,5,2,3,1,On-Time,6,low,1,Low,No,0.0,Loyal Customer
2460,3433,2024-05-28,5,2,F,Road,Beauty,medium,F,1798,165,32,5,5,3,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2461,2367,2023-05-16,5,2,D,Road,Electronics,low,M,3553,199,4,3,3,2,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2462,1583,2024-09-20,9,3,F,Flight,Grocery,low,M,3648,246,27,3,3,3,1,On-Time,5,low,1,Low,No,0.0,Loyal Customer
2463,1394,2024-02-13,2,1,A,Flight,Grocery,medium,M,2336,224,43,2,5,4,1,On-Time,5,high,3,High,Yes,33.6,High-Return Customer
2464,2087,2023-05-01,5,2,B,Flight,Sports,low,M,2075,216,54,5,5,6,1,On-Time,3,medium,2,Medium,Yes,32.4,Discount-Driven
2465,4788,2024-04-22,4,2,C,Flight,Electronics,low,M,1140,167,3,3,5,2,1,On-Time,3,medium,2,Medium,Yes,25.05,Loyal Customer
2466,3768,2023-04-04,4,2,F,Flight,Sports,medium,M,3413,182,14,2,4,3,1,On-Time,7,medium,2,Medium,Yes,27.3,Loyal Customer
2467,1071,2024-05-19,5,2,D,Flight,Sports,medium,F,1697,126,37,1,6,3,1,On-Time,3,medium,2,Medium,Yes,18.9,Loyal Customer
